,Paper,Subject,Subj_notes,MonoMix,Dom.species,TropTemp,Month.corr,Time,Plot.time,Plot.time.err,Method,AGbiomass,AGbiomass.units,AGbiomass_notes,Resp_facet,time.unit,model,O2.mmol,Temp.C,Time2,AGbiomass2,Temp2,Response
749,Egea et al. 2019b ,A,NA,mono,Cymodocea nodosa,temperate,Feb,2,2,0,Incubator,NA,NA,NA,NCP_day,day,N,0.278,15.31,4,NA,234.3961,NCP
750,Egea et al. 2019b ,A,NA,mono,Cymodocea nodosa,temperate,Apr,4,4,0,Incubator,NA,NA,NA,NCP_day,day,N,85.771,19.39,16,NA,375.9721,NCP
751,Egea et al. 2019b ,A,NA,mono,Cymodocea nodosa,temperate,Jun,6,6,0,Incubator,NA,NA,NA,NCP_day,day,N,88.384,25.61,36,NA,655.8721,NCP
752,Egea et al. 2019b ,A,NA,mono,Cymodocea nodosa,temperate,Aug,8,8,0,Incubator,NA,NA,NA,NCP_day,day,N,91.925,26.82,64,NA,719.3124,NCP
753,Egea et al. 2019b ,A,NA,mono,Cymodocea nodosa,temperate,Aug,8,8,0,Incubator,NA,NA,NA,NCP_day,day,N,148.516,27.39,64,NA,750.2121,NCP
754,Egea et al. 2019b ,A,NA,mono,Cymodocea nodosa,temperate,Oct,10,10,0,Incubator,NA,NA,NA,NCP_day,day,N,126.948,25.01,100,NA,625.5001,NCP
755,Egea et al. 2019b ,A,NA,mono,Cymodocea nodosa,temperate,Oct,10,10,0,Incubator,NA,NA,NA,NCP_day,day,N,80.772,19.4,100,NA,376.36,NCP
756,Egea et al. 2019b ,A,NA,mono,Cymodocea nodosa,temperate,Dec,12,12,0,Incubator,NA,NA,NA,NCP_day,day,N,48.84,11.48,144,NA,131.7904,NCP
757,Ferguson et al. 2017,C,"two depths, two seasons",mono,Zostera muelleri,temperate,Mar,3,3,0,Incubator,42.93,g DW m-2,NA,NCP_day,day,N,-15.228,17.3,9,1842.9849,299.29,NCP
758,Ferguson et al. 2017,B,"two depths, two seasons",mono,Zostera muelleri,temperate,Mar,3,3,0,Incubator,54.395,g DW m-2,NA,NCP_day,day,N,-12.287,17.3,9,2958.816025,299.29,NCP
759,Ferguson et al. 2017,A,"two depths, two seasons",mono,Zostera muelleri,temperate,Mar,3,3,0,Incubator,71.8,g DW m-2,NA,NCP_day,day,N,3.27,17.3,9,5155.24,299.29,NCP
760,Ferguson et al. 2017,C,"two depths, two seasons",mono,Zostera muelleri,temperate,Aug,8,8,0,Incubator,65.175,g DW m-2,NA,NCP_day,day,N,40.62,25.6,64,4247.780625,655.36,NCP
761,Ferguson et al. 2017,A,"two depths, two seasons",mono,Zostera muelleri,temperate,Aug,8,8,0,Incubator,110.586,g DW m-2,NA,NCP_day,day,N,-10.776,25.6,64,12229.2634,655.36,NCP
762,Ferguson et al. 2017,B,"two depths, two seasons",mono,Zostera muelleri,temperate,Aug,8,8,0,Incubator,115.104,g DW m-2,NA,NCP_day,day,N,-16.961,25.6,64,13248.93082,655.36,NCP
763,Frankignoulle and Bouquegneau 1987,A,NA,mono,Posidonia oceanica,temperate,Mar,3,3,0,Incubator,NA,NA,NA,NCP_day,day,N,13.107,NA,9,NA,NA,NCP
764,Frankignoulle and Bouquegneau 1987,A,NA,mono,Posidonia oceanica,temperate,May,5,5,0,Incubator,NA,NA,NA,NCP_day,day,N,24.82,NA,25,NA,NA,NCP
765,Frankignoulle and Bouquegneau 1987,A,NA,mono,Posidonia oceanica,temperate,Jun,6,6,0,Incubator,NA,NA,NA,NCP_day,day,N,26.031,NA,36,NA,NA,NCP
766,Frankignoulle and Bouquegneau 1987,A,NA,mono,Posidonia oceanica,temperate,Jul,7,7,0,Incubator,NA,NA,NA,NCP_day,day,N,4.096,NA,49,NA,NA,NCP
767,Frankignoulle and Bouquegneau 1987,A,NA,mono,Posidonia oceanica,temperate,Jul,7,7,0,Incubator,NA,NA,NA,NCP_day,day,N,-0.29,NA,49,NA,NA,NCP
768,Frankignoulle and Bouquegneau 1987,A,NA,mono,Posidonia oceanica,temperate,Aug,8,8,0,Incubator,NA,NA,NA,NCP_day,day,N,5.548,NA,64,NA,NA,NCP
769,Frankignoulle and Bouquegneau 1987,A,NA,mono,Posidonia oceanica,temperate,Aug,8,8,0,Incubator,NA,NA,NA,NCP_day,day,N,-6.035,NA,64,NA,NA,NCP
770,Frankignoulle and Bouquegneau 1987,A,NA,mono,Posidonia oceanica,temperate,Oct,10,10,0,Incubator,NA,NA,NA,NCP_day,day,N,-5.225,NA,100,NA,NA,NCP
771,Gazeau et al. 2005,A,NA,mono,Posidonia oceanica,temperate,Jan,1,1,0,Incubator,NA,NA,NA,NCP_day,day,N,-11.192,NA,1,NA,NA,NCP
772,Gazeau et al. 2005,A,NA,mono,Posidonia oceanica,temperate,Feb,2,2,0,Incubator,NA,NA,NA,NCP_day,day,N,13.278,NA,4,NA,NA,NCP
773,Gazeau et al. 2005,A,NA,mono,Posidonia oceanica,temperate,Mar,3,3,0,Incubator,NA,NA,NA,NCP_day,day,N,27.034,NA,9,NA,NA,NCP
774,Gazeau et al. 2005,A,NA,mono,Posidonia oceanica,temperate,Mar,3,3,0,Incubator,NA,NA,NA,NCP_day,day,N,29.7,NA,9,NA,NA,NCP
775,Gazeau et al. 2005,A,NA,mono,Posidonia oceanica,temperate,Apr,4,4,0,Incubator,NA,NA,NA,NCP_day,day,N,30.799,NA,16,NA,NA,NCP
776,Gazeau et al. 2005,A,NA,mono,Posidonia oceanica,temperate,Apr,4,4,0,Incubator,NA,NA,NA,NCP_day,day,N,57.331,NA,16,NA,NA,NCP
777,Gazeau et al. 2005,A,NA,mono,Posidonia oceanica,temperate,May,5,5,0,Incubator,NA,NA,NA,NCP_day,day,N,88.775,NA,25,NA,NA,NCP
778,Gazeau et al. 2005,A,NA,mono,Posidonia oceanica,temperate,May,5,5,0,Incubator,NA,NA,NA,NCP_day,day,N,19.377,NA,25,NA,NA,NCP
779,Gazeau et al. 2005,A,NA,mono,Posidonia oceanica,temperate,Jun,6,6,0,Incubator,NA,NA,NA,NCP_day,day,N,-7.023,NA,36,NA,NA,NCP
780,Gazeau et al. 2005,A,NA,mono,Posidonia oceanica,temperate,Jun,6,6,0,Incubator,NA,NA,NA,NCP_day,day,N,12.981,NA,36,NA,NA,NCP
781,Gazeau et al. 2005,A,NA,mono,Posidonia oceanica,temperate,Jul,7,7,0,Incubator,NA,NA,NA,NCP_day,day,N,5.842,NA,49,NA,NA,NCP
782,Gazeau et al. 2005,A,NA,mono,Posidonia oceanica,temperate,Jul,7,7,0,Incubator,NA,NA,NA,NCP_day,day,N,1.166,NA,49,NA,NA,NCP
783,Gazeau et al. 2005,A,NA,mono,Posidonia oceanica,temperate,Aug,8,8,0,Incubator,NA,NA,NA,NCP_day,day,N,41.214,NA,64,NA,NA,NCP
784,Gazeau et al. 2005,A,NA,mono,Posidonia oceanica,temperate,Aug,8,8,0,Incubator,NA,NA,NA,NCP_day,day,N,-15.401,NA,64,NA,NA,NCP
785,Gazeau et al. 2005,A,NA,mono,Posidonia oceanica,temperate,Sep,9,9,0,Incubator,NA,NA,NA,NCP_day,day,N,2.49,NA,81,NA,NA,NCP
786,Gazeau et al. 2005,A,NA,mono,Posidonia oceanica,temperate,Oct,10,10,0,Incubator,NA,NA,NA,NCP_day,day,N,-15.899,NA,100,NA,NA,NCP
787,Gazeau et al. 2005,A,NA,mono,Posidonia oceanica,temperate,Oct,10,10,0,Incubator,NA,NA,NA,NCP_day,day,N,-24.674,NA,100,NA,NA,NCP
788,Gazeau et al. 2005,A,NA,mono,Posidonia oceanica,temperate,Nov,11,11,0,Incubator,NA,NA,NA,NCP_day,day,N,47.169,NA,121,NA,NA,NCP
789,Gazeau et al. 2005,A,NA,mono,Posidonia oceanica,temperate,Dec,12,12,0,Incubator,NA,NA,NA,NCP_day,day,N,40.798,NA,144,NA,NA,NCP
790,Gruber et al. 2017,A,NA,mix,Enhalus acoroides + Thalassia hemprichii,tropical,Oct,10,10,0,Control volume,NA,NA,NA,NCP_day,day,N,50,30.8,100,NA,948.64,NCP
791,Gustafsson and Norkko 2016,A,NA,mono,Ruppia cirrhosa,temperate,Aug,8,8,0,Incubator,0.4,g DW m-2,NA,NCP_day,day,N,6.861,19,64,0.16,361,NCP
792,Gustafsson and Norkko 2016,B,NA,mono,Zostera marina,temperate,Aug,8,8,0,Incubator,4.2,g DW m-2,NA,NCP_day,day,N,16.842,19,64,17.64,361,NCP
793,Herbert and Fourqurean 2008,A,NA,mix,Thalassia testudinum,tropical,Nov,11,11,0,Incubator,57.3,g DW m-2,NA,NCP_hour,hour,N,9.991091,NA,121,3283.29,NA,NCP
794,Holmer et al. 2004,A,NA,mono,Cymodocea nodosa,temperate,Jun,6,6,0,Incubator,NA,NA,NA,NCP_day,day,N,34.195,NA,36,NA,NA,NCP
795,Holmer et al. 2004,B,NA,mono,Posidonia oceanica,temperate,Jun,6,6,0,Incubator,490,g DW m-2,NA,NCP_day,day,N,90.901,18,36,240100,324,NCP
796,Holmer et al. 2004,C,NA,mono,Posidonia oceanica,temperate,Jun,6,6,0,Incubator,527,g DW m-2,NA,NCP_day,day,N,82.12,18,36,277729,324,NCP
797,Holmer et al. 2004,D,NA,mono,Posidonia oceanica,temperate,May,5,5,0,Incubator,471,g DW m-2,NA,NCP_day,day,N,57.767,18,25,221841,324,NCP
798,Holmer et al. 2004,E,NA,mono,Posidonia oceanica,temperate,May,5,5,0,Incubator,612,g DW m-2,NA,NCP_day,day,N,138.754,18,25,374544,324,NCP
799,Hume et al. 2011,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Eddy correlation,NA,NA,NA,NCP_day,day,N,4.9,NA,36,NA,NA,NCP
800,Hume et al. 2011,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Eddy correlation,NA,NA,NA,NCP_day,day,N,36.5,NA,36,NA,NA,NCP
801,Hume et al. 2011,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Eddy correlation,NA,NA,NA,NCP_day,day,N,13.4,NA,36,NA,NA,NCP
802,Hume et al. 2011,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Eddy correlation,NA,NA,NA,NCP_day,day,N,-2.4,NA,36,NA,NA,NCP
803,Hume et al. 2011,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Eddy correlation,NA,NA,NA,NCP_day,day,N,41.7,NA,36,NA,NA,NCP
804,Johnson et al. 2019,A,NA,mono,Thalassia testudinum,tropical,Jul,7,7,0,Incubator,130.9,g DW m-2,NA,NCP_day,day,N,110.579,30,49,17134.81,900,NCP
805,Johnson et al. 2019,B,NA,mono,Halophila stipulacea,tropical,Jul,7,7,0,Incubator,36.4,g DW m-2,NA,NCP_day,day,N,98.717,30,49,1324.96,900,NCP
806,Johnson et al. 2019,C,NA,mono,Halodule stipulacea,tropical,Jul,7,7,0,Incubator,17.1,g DW m-2,NA,NCP_day,day,N,60.748,31.1,49,292.41,967.21,NCP
807,Johnson et al. 2019,D,NA,mono,Thalassia testudinum,tropical,Aug,8,8,0,Incubator,202.2,g DW m-2,NA,NCP_day,day,N,127.613,32.2,64,40884.84,1036.84,NCP
808,Johnson et al. 2019,E,NA,mono,Thalassia testudinum,tropical,Aug,8,8,0,Incubator,96.5,g DW m-2,NA,NCP_day,day,N,65.222,34.4,64,9312.25,1183.36,NCP
809,Johnson et al. 2019,F,NA,mono,Thalassia testudinum,tropical,May,5,5,0,Incubator,70.7,g DW m-2,NA,NCP_day,day,N,52.821,29.2,25,4998.49,852.64,NCP
810,Johnson et al. 2019,G,NA,mono,Thalassia testudinum,tropical,Jun,6,6,0,Incubator,183.2,g DW m-2,NA,NCP_day,day,N,197.806,31.9,36,33562.24,1017.61,NCP
811,Johnson et al. 2019,G,NA,mono,Thalassia testudinum,tropical,May to Aug,6.5,6.5,1.5,Incubator,183.2,g DW m-2,NA,NCP_day,day,N,225.337,31.7,42.25,33562.24,1004.89,NCP
812,Johnson et al. 2019,G,NA,mono,Thalassia testudinum,tropical,Jul,5,7,0,Incubator,183.2,g DW m-2,NA,NCP_day,day,N,177.853,33.6,25,33562.24,1128.96,NCP
813,Johnson et al. 2019,H,NA,mono,Thalassia testudinum,tropical,Feb,2,2,0,Incubator,51.6,g DW m-2,NA,NCP_day,day,N,98.7,27.9,4,2662.56,778.41,NCP
814,Johnson et al. 2019,I,NA,mono,Halophila stipulacea,tropical,Feb,2,2,0,Incubator,63,g DW m-2,NA,NCP_day,day,N,71.117,27.9,4,3969,778.41,NCP
815,Koopmans et al. 2020,A,NA,mono,Posidonia oceanica,temperate,May,5,5,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,85,NA,25,NA,NA,NCP
816,Koopmans et al. 2020,B,NA,mono,Posidonia oceanica,temperate,May,5,5,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,119.1,NA,25,NA,NA,NCP
817,Koopmans et al. 2020,C,NA,mono,Posidonia oceanica,temperate,May,5,5,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,53.6,NA,25,NA,NA,NCP
818,Koopmans et al. 2020,D,NA,mono,Posidonia oceanica,temperate,May,5,5,0,Eddy covariance,NA,NA,NA,NCP_day,day,N,60.3,NA,25,NA,NA,NCP
819,Long et al. 2015,A,NA,mono,Thalassia testudinium,tropical,Jul,7,7,0,Eddy correlation,75,g DW m-2,NA,NCP_day,day,N,25,29.1,49,5625,846.81,NCP
820,Long et al. 2015,B,NA,mono,Thalassia testudinium,tropical,Jul,7,7,0,Eddy correlation,24,g DW m-2,NA,NCP_day,day,N,11,31.2,49,576,973.44,NCP
821,Long et al. 2015,C,NA,mono,Thalassia testudinium,tropical,Aug,8,8,0,Eddy correlation,193,g DW m-2,NA,NCP_day,day,N,37,30.6,64,37249,936.36,NCP
822,Long et al. 2015,D,NA,mono,Thalassia testudinium,tropical,Aug,8,8,0,Eddy correlation,136,g DW m-2,NA,NCP_day,day,N,35,30.7,64,18496,942.49,NCP
823,Maher and Eyre 2011,A,NA,mono,Halophila ovalis,temperate,Jan,1,1,0,Incubator,NA,NA,NA,NCP_day,day,N,27.059206,NA,1,NA,NA,NCP
824,Maher and Eyre 2011,B,NA,mono,Ruppia megcarpa,temperate,Jan,1,1,0,Incubator,NA,NA,NA,NCP_day,day,N,40.047624,NA,1,NA,NA,NCP
825,Maher and Eyre 2011,C,NA,mono,Zostera capricorni,temperate,Jan,1,1,0,Incubator,NA,NA,NA,NCP_day,day,N,-39.215033,NA,1,NA,NA,NCP
826,Maher and Eyre 2011,B,NA,mono,Ruppia megcarpa,temperate,Apr,4,4,0,Incubator,NA,NA,NA,NCP_day,day,N,-40.047624,NA,16,NA,NA,NCP
827,Maher and Eyre 2011,C,NA,mono,Zostera capricorni,temperate,Apr,4,4,0,Incubator,NA,NA,NA,NCP_day,day,N,85.923385,NA,16,NA,NA,NCP
828,Maher and Eyre 2011,A,NA,mono,Halophila ovalis,temperate,Aug,8,8,0,Incubator,NA,NA,NA,NCP_day,day,N,40.047624,NA,64,NA,NA,NCP
829,Maher and Eyre 2011,B,NA,mono,Ruppia megcarpa,temperate,Aug,8,8,0,Incubator,NA,NA,NA,NCP_day,day,N,38.299183,NA,64,NA,NA,NCP
830,Maher and Eyre 2011,C,NA,mono,Zostera capricorni,temperate,Aug,8,8,0,Incubator,NA,NA,NA,NCP_day,day,N,89.17049,NA,64,NA,NA,NCP
831,Maher and Eyre 2011,A,NA,mono,Halophila ovalis,temperate,Oct,10,10,0,Incubator,NA,NA,NA,NCP_day,day,N,-11.406496,NA,100,NA,NA,NCP
832,Maher and Eyre 2011,B,NA,mono,Ruppia megcarpa,temperate,Oct,10,10,0,Incubator,NA,NA,NA,NCP_day,day,N,41.046733,NA,100,NA,NA,NCP
833,Maher and Eyre 2011,C,NA,mono,Zostera capricorni,temperate,Oct,10,10,0,Incubator,NA,NA,NA,NCP_day,day,N,67.023571,NA,100,NA,NA,NCP
834,Maher and Eyre 2011,D,NA,mono,Halophila ovalis,temperate,Jan,1,1,0,Incubator,NA,NA,NA,NCP_day,day,N,-40.047624,NA,1,NA,NA,NCP
835,Maher and Eyre 2011,F,NA,mono,Zostera capricorni,temperate,Jan,1,1,0,Incubator,NA,NA,NA,NCP_day,day,N,-16.402042,NA,1,NA,NA,NCP
836,Maher and Eyre 2011,D,NA,mono,Halophila ovalis,temperate,Apr,4,4,0,Incubator,NA,NA,NA,NCP_day,day,N,9.991091,NA,16,NA,NA,NCP
837,Maher and Eyre 2011,F,NA,mono,Zostera capricorni,temperate,Apr,4,4,0,Incubator,NA,NA,NA,NCP_day,day,N,59.530252,NA,16,NA,NA,NCP
838,Maher and Eyre 2011,D,NA,mono,Halophila ovalis,temperate,Aug,8,8,0,Incubator,NA,NA,NA,NCP_day,day,N,55.866852,NA,64,NA,NA,NCP
839,Maher and Eyre 2011,F,NA,mono,Zostera capricorni,temperate,Aug,8,8,0,Incubator,NA,NA,NA,NCP_day,day,N,6.660728,NA,64,NA,NA,NCP
840,Maher and Eyre 2011,D,NA,mono,Halophila ovalis,temperate,Oct,10,10,0,Incubator,NA,NA,NA,NCP_day,day,N,17.317892,NA,100,NA,NA,NCP
841,Maher and Eyre 2011,F,NA,mono,Zostera capricorni,temperate,Oct,10,10,0,Incubator,NA,NA,NA,NCP_day,day,N,51.037825,NA,100,NA,NA,NCP
842,Maher and Eyre 2011,E,NA,mono,Halophila ovalis,temperate,Jan,1,1,0,Incubator,NA,NA,NA,NCP_day,day,N,11.656273,NA,1,NA,NA,NCP
843,Maher and Eyre 2011,H,NA,mono,Posidonia australis,temperate,Jan,1,1,0,Incubator,NA,NA,NA,NCP_day,day,N,75.432739,NA,1,NA,NA,NCP
844,Maher and Eyre 2011,I,NA,mono,Ruppia megcarpa,temperate,Jan,1,1,0,Incubator,NA,NA,NA,NCP_day,day,N,22.396696,NA,1,NA,NA,NCP
845,Maher and Eyre 2011,E,NA,mono,Halophila ovalis,temperate,Apr,4,4,0,Incubator,NA,NA,NA,NCP_day,day,N,41.546288,NA,16,NA,NA,NCP
846,Maher and Eyre 2011,H,NA,mono,Posidonia australis,temperate,Apr,4,4,0,Incubator,NA,NA,NA,NCP_day,day,N,-0.333036,NA,16,NA,NA,NCP
847,Maher and Eyre 2011,I,NA,mono,Ruppia megcarpa,temperate,Apr,4,4,0,Incubator,NA,NA,NA,NCP_day,day,N,3.080586,NA,16,NA,NA,NCP
848,Maher and Eyre 2011,G,NA,mono,Zostera capricorni,temperate,Apr,4,4,0,Incubator,NA,NA,NA,NCP_day,day,N,-12.488864,NA,16,NA,NA,NCP
849,Maher and Eyre 2011,E,NA,mono,Halophila ovalis,temperate,Aug,8,8,0,Incubator,NA,NA,NA,NCP_day,day,N,-30.889124,NA,64,NA,NA,NCP
850,Maher and Eyre 2011,H,NA,mono,Posidonia australis,temperate,Aug,8,8,0,Incubator,NA,NA,NA,NCP_day,day,N,86.256421,NA,64,NA,NA,NCP
851,Maher and Eyre 2011,I,NA,mono,Ruppia megcarpa,temperate,Aug,8,8,0,Incubator,NA,NA,NA,NCP_day,day,N,-42.545397,NA,64,NA,NA,NCP
852,Maher and Eyre 2011,G,NA,mono,Zostera capricorni,temperate,Aug,8,8,0,Incubator,NA,NA,NA,NCP_day,day,N,-2.830809,NA,64,NA,NA,NCP
853,Maher and Eyre 2011,E,NA,mono,Halophila ovalis,temperate,Oct,10,10,0,Incubator,NA,NA,NA,NCP_day,day,N,-22.06366,NA,100,NA,NA,NCP
854,Maher and Eyre 2011,H,NA,mono,Posidonia australis,temperate,Oct,10,10,0,Incubator,NA,NA,NA,NCP_day,day,N,-0.582814,NA,100,NA,NA,NCP
855,Maher and Eyre 2011,I,NA,mono,Ruppia megcarpa,temperate,Oct,10,10,0,Incubator,NA,NA,NA,NCP_day,day,N,-56.199888,NA,100,NA,NA,NCP
856,Maher and Eyre 2011,G,NA,mono,Zostera capricorni,temperate,Oct,10,10,0,Incubator,NA,NA,NA,NCP_day,day,N,36.051188,NA,100,NA,NA,NCP
857,Moncreiff et al. 1992,A,NA,mono,Halodule wrightii,tropical,Jan,1,1,0,C14_enrichment,108,g DW m-2,mean = 108±37,NCP_hour,hour,N,0.469748,NA,1,11664,NA,NCP
858,Moncreiff et al. 1992,A,NA,mono,Halodule wrightii,tropical,Feb,2,2,0,C14_enrichment,166,g DW m-2,from reported range,NCP_hour,hour,N,1.537962,NA,4,27556,NA,NCP
859,Moncreiff et al. 1992,A,NA,mono,Halodule wrightii,tropical,May,5,5,0,C14_enrichment,108,g DW m-2,mean = 108±37,NCP_hour,hour,N,11.152056,NA,25,11664,NA,NCP
860,Moncreiff et al. 1992,A,NA,mono,Halodule wrightii,tropical,Jun,6,6,0,C14_enrichment,108,g DW m-2,mean = 108±37,NCP_hour,hour,N,3.375157,NA,36,11664,NA,NCP
861,Moncreiff et al. 1992,A,NA,mono,Halodule wrightii,tropical,Jun,6,6,0,C14_enrichment,108,g DW m-2,mean = 108±37,NCP_hour,hour,N,4.901213,NA,36,11664,NA,NCP
862,Moncreiff et al. 1992,A,NA,mono,Halodule wrightii,tropical,Jun,6,6,0,C14_enrichment,108,g DW m-2,mean = 108±37,NCP_hour,hour,N,5.206441,NA,36,11664,NA,NCP
863,Moncreiff et al. 1992,A,NA,mono,Halodule wrightii,tropical,Jun,6,6,0,C14_enrichment,108,g DW m-2,mean = 108±37,NCP_hour,hour,N,8.869008,NA,36,11664,NA,NCP
864,Moncreiff et al. 1992,A,NA,mono,Halodule wrightii,tropical,Jul,7,7,0,C14_enrichment,108,g DW m-2,mean = 108±37,NCP_hour,hour,N,2.917399,NA,49,11664,NA,NCP
865,Moncreiff et al. 1992,A,NA,mono,Halodule wrightii,tropical,Aug,8,8,0,C14_enrichment,42,g DW m-2,from reported range,NCP_hour,hour,N,4.43746,NA,64,1764,NA,NCP
866,Moncreiff et al. 1992,A,NA,mono,Halodule wrightii,tropical,Sep,9,9,0,C14_enrichment,108,g DW m-2,mean = 108±37,NCP_hour,hour,N,9.015628,NA,81,11664,NA,NCP
867,Moncreiff et al. 1992,A,NA,mono,Halodule wrightii,tropical,Oct,10,10,0,C14_enrichment,108,g DW m-2,mean = 108±37,NCP_hour,hour,N,4.742688,NA,100,11664,NA,NCP
868,Moriarty et al. 1990,A,NA,mono,Halodule uninervis,tropical,Jan,1,1,0,Incubator_lacunal,78,g DW m-2,NA,NCP_day,day,N,91.585003,23,1,6084,529,NCP
869,Moriarty et al. 1990,A,NA,mono,Halodule uninervis,tropical,Apr,4,4,0,Incubator_lacunal,35,g DW m-2,NA,NCP_day,day,N,83.259094,29,16,1225,841,NCP
870,Moriarty et al. 1990,A,NA,mono,Halodule uninervis,tropical,Jul,7,7,0,Incubator_lacunal,185,g DW m-2,NA,NCP_day,day,N,291.406829,32,49,34225,1024,NCP
871,Moriarty et al. 1990,A,NA,mono,Halodule uninervis,tropical,Nov,11,11,0,Incubator_lacunal,60,g DW m-2,NA,NCP_day,day,N,74.933185,30,121,3600,900,NCP
872,Murray and Wetzel 1987,A,NA,mono,Zostera marina,temperate,Jan,1,1,0,Incubator,NA,NA,NA,NCP_hour,hour,N,5.36417,7,1,NA,49,NCP
873,Murray and Wetzel 1987,A,NA,mono,Zostera marina,temperate,Mar,3,3,0,Incubator,NA,NA,NA,NCP_hour,hour,N,8.496506,8,9,NA,64,NCP
874,Murray and Wetzel 1987,A,NA,mono,Zostera marina,temperate,Apr,4,4,0,Incubator,NA,NA,NA,NCP_hour,hour,N,3.906553,14,16,NA,196,NCP
875,Murray and Wetzel 1987,A,NA,mono,Zostera marina,temperate,May,5,5,0,Incubator,81,g DW m-2,NA,NCP_hour,hour,N,14.941967,18,25,6561,324,NCP
876,Murray and Wetzel 1987,A,NA,mono,Zostera marina,temperate,May,5,5,0,Incubator,81,g DW m-2,NA,NCP_hour,hour,N,9.570734,18,25,6561,324,NCP
877,Murray and Wetzel 1987,B,NA,mono,Ruppia maritima,temperate,Jun,6,6,0,Incubator,20,g DW m-2,NA,NCP_hour,hour,N,21.964605,24,36,400,576,NCP
878,Murray and Wetzel 1987,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Incubator,116,g DW m-2,NA,NCP_hour,hour,N,5.46183,26,36,13456,676,NCP
879,Murray and Wetzel 1987,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Incubator,116,g DW m-2,NA,NCP_hour,hour,N,4.289942,26,36,13456,676,NCP
880,Murray and Wetzel 1987,B,NA,mono,Ruppia maritima,temperate,Jul,7,7,0,Incubator,80,g DW m-2,NA,NCP_hour,hour,N,23.92871,24,49,6400,576,NCP
881,Murray and Wetzel 1987,B,NA,mono,Ruppia maritima,temperate,Jul,7,7,0,Incubator,82,g DW m-2,NA,NCP_hour,hour,N,29.428229,27,49,6724,729,NCP
882,Murray and Wetzel 1987,A,NA,mono,Zostera marina,temperate,Jul,7,7,0,Incubator,62,g DW m-2,NA,NCP_hour,hour,N,7.805636,33,49,3844,1089,NCP
883,Murray and Wetzel 1987,B,NA,mono,Ruppia maritima,temperate,Aug,8,8,0,Incubator,87,g DW m-2,NA,NCP_hour,hour,N,18.952992,25,64,7569,625,NCP
884,Murray and Wetzel 1987,A,NA,mono,Zostera marina,temperate,Aug,8,8,0,Incubator,61,g DW m-2,NA,NCP_hour,hour,N,-3.132149,27,64,3721,729,NCP
885,Murray and Wetzel 1987,B,NA,mono,Ruppia maritima,temperate,Sep,9,9,0,Incubator,61,g DW m-2,NA,NCP_hour,hour,N,11.882164,27,81,3721,729,NCP
886,Murray and Wetzel 1987,B,NA,mono,Ruppia maritima,temperate,Oct,10,10,0,Incubator,70,g DW m-2,NA,NCP_hour,hour,N,7.953955,20,100,4900,400,NCP
887,Murray and Wetzel 1987,A,NA,mono,Zostera marina,temperate,Oct,10,10,0,Incubator,NA,NA,NA,NCP_hour,hour,N,8.098616,16,100,NA,256,NCP
888,Olive et al. 2016,E,These are estimates based on different incubation times,mono,Posidonia oceanica,temperate,Oct,10,10,0,Incubator,NA,NA,NA,NCP_day,day,N,61.67,NA,100,NA,NA,NCP
889,Olive et al. 2016,F,These are estimates based on different incubation times,mono,Posidonia oceanica,temperate,Oct,10,10,0,Incubator,NA,NA,NA,NCP_day,day,N,49.96,NA,100,NA,NA,NCP
890,Olive et al. 2016,A,These are estimates based on different incubation times,mono,Posidonia oceanica,temperate,Oct,10,10,0,Incubator,NA,NA,NA,NCP_hour,hour,N,9.936143,NA,100,NA,NA,NCP
891,Olive et al. 2016,B,These are estimates based on different incubation times,mono,Posidonia oceanica,temperate,Oct,10,10,0,Incubator,NA,NA,NA,NCP_hour,hour,N,11.611,NA,100,NA,NA,NCP
892,Olive et al. 2016,C,These are estimates based on different incubation times,mono,Posidonia oceanica,temperate,Oct,10,10,0,Incubator,NA,NA,NA,NCP_hour,hour,N,2.481,NA,100,NA,NA,NCP
893,Olive et al. 2016,D,These are estimates based on different incubation times,mono,Posidonia oceanica,temperate,Oct,10,10,0,Incubator,NA,NA,NA,NCP_hour,hour,N,0.615,NA,100,NA,NA,NCP
894,Olive et al. 2016,G,These are estimates based on different incubation times,mono,Posidonia oceanica,temperate,Oct,10,10,0,Incubator,NA,NA,NA,NCP_day,day,N,14.75,NA,100,NA,NA,NCP
895,Plus et al. 2001,A,NA,mono,Zostera noltii,temperate,Feb,2,2,0,Incubator,26.6,g DW m-2,NA,NCP_hour,hour,N,8.950367,9.3,4,707.56,86.49,NCP
896,Plus et al. 2001,A,NA,mono,Zostera noltii,temperate,Apr,4,4,0,Incubator,67.7,g DW m-2,NA,NCP_hour,hour,N,7.489,14.15,16,4583.29,200.2225,NCP
